offset_hex	va	kind	value
0xB9DE0	0x1800BA9E0	signature	(L$0D
0xB9DE6	0x1800BA9E6	signature	(D$@D
0xB9E27	0x1800BAA27	member-candidate	UVWATAUAVAWH
0xB9E6E	0x1800BAA6E	member-candidate	L$XH
0xB9E9A	0x1800BAA9A	member-candidate	D$PA
0xB9F1D	0x1800BAB1D	member-candidate	T$XA
0xB9F69	0x1800BAB69	member-candidate	D$Ht
0xBA209	0x1800BAE09	member-candidate	D$DD
0xBA4AC	0x1800BB0AC	member-candidate	L$0H
0xBA4CE	0x1800BB0CE	member-candidate	L$HH
0xBA52A	0x1800BB12A	member-candidate	D$PH
0xBA59E	0x1800BB19E	member-candidate	D$XH
0xBA701	0x1800BB301	member-candidate	L$HL
0xBA706	0x1800BB306	member-candidate	D$IA
0xBA773	0x1800BB373	member-candidate	t<fff
0xBA809	0x1800BB409	member-candidate	T$8D
0xBA848	0x1800BB448	member-candidate	D$8H
0xBA98D	0x1800BB58D	signature	(\$`D
0xBA993	0x1800BB593	signature	(T$pD
0xBA9F7	0x1800BB5F7	member-candidate	L$HA
0xBAA48	0x1800BB648	member-candidate	L$XH3
0xBAAE8	0x1800BB6E8	member-candidate	l$PI
0xBAB45	0x1800BB745	member-candidate	l$PL
0xBACAB	0x1800BB8AB	member-candidate	L$0H
0xBAD31	0x1800BB931	member-candidate	D$Tv
0xBAEDA	0x1800BBADA	member-candidate	tJD8
0xBAFC8	0x1800BBBC8	signature	L$HI
0xBAFD8	0x1800BBBD8	member-candidate	D$0L
0xBB064	0x1800BBC64	member-candidate	T$PA
0xBB110	0x1800BBD10	signature	L$ I
0xBB1D0	0x1800BBDD0	member-candidate	T$PH
0xBB1F7	0x1800BBDF7	member-candidate	L$PA
0xBB200	0x1800BBE00	member-candidate	D$LE3
0xBB391	0x1800BBF91	member-candidate	L$HL
0xBB43A	0x1800BC03A	member-candidate	D$HH
0xBB483	0x1800BC083	member-candidate	d$8L
0xBB49C	0x1800BC09C	member-candidate	L$DH
0xBB4C6	0x1800BC0C6	member-candidate	L$HL
0xBB5FE	0x1800BC1FE	member-candidate	L$PH
0xBB64C	0x1800BC24C	member-candidate	l$8H
0xBB656	0x1800BC256	member-candidate	l$0L
0xBB71D	0x1800BC31D	member-candidate	D$P3
0xBB72D	0x1800BC32D	member-candidate	l$8H
0xBB82D	0x1800BC42D	member-candidate	t$DH
0xBB8BA	0x1800BC4BA	member-candidate	t$DH
0xBBAFC	0x1800BC6FC	member-candidate	L$0L
0xBBB0C	0x1800BC70C	member-candidate	T$0H
0xBBDD6	0x1800BC9D6	member-candidate	L$pH
0xBBE68	0x1800BCA68	member-candidate	L$0H
0xBBEA7	0x1800BCAA7	member-candidate	L$0H
0xBBF03	0x1800BCB03	member-candidate	d$xL
0xBBF0D	0x1800BCB0D	member-candidate	t$8L
0xBBF24	0x1800BCB24	member-candidate	D$hL
0xBBF47	0x1800BCB47	member-candidate	D$hLcn
0xBC01A	0x1800BCC1A	member-candidate	t$8L
0xBC024	0x1800BCC24	member-candidate	d$xH
0xBC07F	0x1800BCC7F	member-candidate	t$XL
0xBC159	0x1800BCD59	member-candidate	t$XL
0xBC2E7	0x1800BCEE7	member-candidate	UVWATAUAVAWH
0xBC380	0x1800BCF80	member-candidate	L$8H
0xBC385	0x1800BCF85	member-candidate	L$0H
0xBC4F3	0x1800BD0F3	member-candidate	wZIcN
0xBC7B5	0x1800BD3B5	member-candidate	D$8L
0xBC7BA	0x1800BD3BA	member-candidate	D$0L
0xBC86B	0x1800BD46B	member-candidate	L$0H
0xBC908	0x1800BD508	signature	L$dD
0xBC96B	0x1800BD56B	member-candidate	L$8H
0xBC970	0x1800BD570	member-candidate	L$0H
0xBC9A9	0x1800BD5A9	member-candidate	L$dE
0xBCCFC	0x1800BD8FC	member-candidate	t$Ptt
0xBCE12	0x1800BDA12	member-candidate	t$PH
0xBCE23	0x1800BDA23	member-candidate	USVWH
0xBD23B	0x1800BDE3B	member-candidate	N0Hc
0xBD50A	0x1800BE10A	member-candidate	D$pL
0xBD514	0x1800BE114	member-candidate	L$8H
0xBD519	0x1800BE119	member-candidate	L$0H
0xBD51E	0x1800BE11E	member-candidate	L$xH
0xBD523	0x1800BE123	member-candidate	D$pI
0xBD566	0x1800BE166	member-candidate	L$dL
0xBD57D	0x1800BE17D	member-candidate	T$df
0xBD5DB	0x1800BE1DB	member-candidate	L$hH
0xBD75F	0x1800BE35F	member-candidate	D$pH
0xBD79A	0x1800BE39A	member-candidate	L$8H
0xBD79F	0x1800BE39F	member-candidate	L$0H
0xBD7A4	0x1800BE3A4	member-candidate	L$xH
0xBD7A9	0x1800BE3A9	member-candidate	D$pIc
0xBD7E6	0x1800BE3E6	member-candidate	L$dL
0xBD800	0x1800BE400	member-candidate	T$df
0xBD85E	0x1800BE45E	member-candidate	L$hH
0xBDCDA	0x1800BE8DA	member-candidate	N0Ic
0xBDF75	0x1800BEB75	member-candidate	VAVAWH
0xBE12C	0x1800BED2C	member-candidate	t$XH
0xBE369	0x1800BEF69	member-candidate	l$0H
0xBE373	0x1800BEF73	member-candidate	t$XL
0xBE3C4	0x1800BEFC4	member-candidate	t$HH
0xBE3DE	0x1800BEFDE	member-candidate	d$XLcd
0xBE4CB	0x1800BF0CB	member-candidate	t$HH
0xBE507	0x1800BF107	member-candidate	L$PH
0xBE59E	0x1800BF19E	member-candidate	l$0H
0xBE5CE	0x1800BF1CE	signature	L$ D
0xBECFA	0x1800BF8FA	member-candidate	t$BH
0xBECFF	0x1800BF8FF	member-candidate	t$JH
0xBED08	0x1800BF908	member-candidate	t$Zf
0xBED1B	0x1800BF91B	signature	L$8D
0xBED30	0x1800BF930	member-candidate	L$8f
0xBED8C	0x1800BF98C	member-candidate	T$PH
0xBEDC5	0x1800BF9C5	member-candidate	l$0H
0xBEE3B	0x1800BFA3B	class	r/Lc
0xBEE8D	0x1800BFA8D	member-candidate	l$0L
0xBEF6E	0x1800BFB6E	member-candidate	t$8H
0xBEF85	0x1800BFB85	member-candidate	UVATAVAWH
0xBEFA4	0x1800BFBA4	member-candidate	l$xM
0xBF190	0x1800BFD90	member-candidate	l$xH
0xBF263	0x1800BFE63	member-candidate	USVWATAUAVAWH
0xBF3D3	0x1800BFFD3	member-candidate	l$8H
0xBF3D8	0x1800BFFD8	member-candidate	L$0L
0xBF93B	0x1800C053B	member-candidate	L$xA
0xBF945	0x1800C0545	member-candidate	D$tA
0xBF95E	0x1800C055E	member-candidate	tfE8
0xBF9DA	0x1800C05DA	member-candidate	t$E9
0xBFA20	0x1800C0620	member-candidate	uSIc
0xBFA7F	0x1800C067F	member-candidate	toIc
0xBFB1B	0x1800C071B	member-candidate	t$cH
0xBFB62	0x1800C0762	member-candidate	t$fE
0xBFC86	0x1800C0886	member-candidate	_8Lc
0xBFD39	0x1800C0939	member-candidate	D$xA
0xBFD5B	0x1800C095B	member-candidate	L$8L
0xBFD60	0x1800C0960	member-candidate	L$0H
0xBFDA7	0x1800C09A7	member-candidate	D$xE3
0xBFDD6	0x1800C09D6	member-candidate	T$pE
0xBFE39	0x1800C0A39	member-candidate	D$l8T$bt
0xBFE55	0x1800C0A55	member-candidate	D$lE
0xBFE6C	0x1800C0A6C	member-candidate	D$lA
0xBFE86	0x1800C0A86	member-candidate	t$cE
0xBFE98	0x1800C0A98	member-candidate	t$fE9
0xC012B	0x1800C0D2B	member-candidate	l$aE
0xC0135	0x1800C0D35	member-candidate	l$aD
0xC04F5	0x1800C10F5	member-candidate	D$xH
0xC054B	0x1800C114B	member-candidate	L$tA
0xC059F	0x1800C119F	member-candidate	l$xHc
0xC0623	0x1800C1223	member-candidate	l$aA
0xC06CB	0x1800C12CB	member-candidate	D$lI
0xC06DC	0x1800C12DC	member-candidate	tcE2
0xC06E3	0x1800C12E3	member-candidate	L$cE2
0xC06EB	0x1800C12EB	member-candidate	D$dD
0xC06F0	0x1800C12F0	member-candidate	l$aI
0xC0705	0x1800C1305	member-candidate	L$bD8
0xC0729	0x1800C1329	signature	L$bD
0xC072E	0x1800C132E	member-candidate	l$aD
0xC0733	0x1800C1333	member-candidate	D$dD
0xC0738	0x1800C1338	member-candidate	L$cH
0xC0745	0x1800C1345	member-candidate	D$bI
0xC083D	0x1800C143D	member-candidate	l$tD
0xC0842	0x1800C1442	member-candidate	d$pE
0xC086A	0x1800C146A	member-candidate	d$pD
0xC0F22	0x1800C1B22	member-candidate	T$lH
0xC0FF6	0x1800C1BF6	member-candidate	T$lH
0xC107B	0x1800C1C7B	member-candidate	T$lH
0xC11C9	0x1800C1DC9	member-candidate	D8l$bt
0xC129E	0x1800C1E9E	member-candidate	G0D80t
0xC12C6	0x1800C1EC6	member-candidate	T$gE2
0xC13CC	0x1800C1FCC	member-candidate	D$xH
0xC1761	0x1800C2361	member-candidate	D$aD
0xC1786	0x1800C2386	member-candidate	D$aD
0xC17A8	0x1800C23A8	member-candidate	D9d$t
0xC18B0	0x1800C24B0	member-candidate	sGE3
0xC1ACF	0x1800C26CF	member-candidate	T$tH
0xC1B04	0x1800C2704	member-candidate	T$tE9
0xC1C75	0x1800C2875	member-candidate	d$pE
0xC1FC1	0x1800C2BC1	member-candidate	L$lfE
0xC20AC	0x1800C2CAC	member-candidate	D$8L
0xC2500	0x1800C3100	member-candidate	D$0H
0xC25A9	0x1800C31A9	member-candidate	t$0L
0xC272C	0x1800C332C	member-candidate	D$8H
0xC2731	0x1800C3331	member-candidate	D$0L
0xC2867	0x1800C3467	member-candidate	L$8H
0xC286C	0x1800C346C	member-candidate	D$0H
0xC2A00	0x1800C3600	member-candidate	uTfA
0xC2A5D	0x1800C365D	member-candidate	d$hE
0xC2ACB	0x1800C36CB	member-candidate	tJHc
0xC2FCC	0x1800C3BCC	member-candidate	HcAt
0xC308D	0x1800C3C8D	signature	(|$PI
0xC3119	0x1800C3D19	member-candidate	t$8I
0xC3253	0x1800C3E53	member-candidate	t$8I
0xC3297	0x1800C3E97	member-candidate	UVWATAUAVAWI
0xC32E2	0x1800C3EE2	signature	L$pD
0xC33E6	0x1800C3FE6	member-candidate	l$dt
0xC35FC	0x1800C41FC	member-candidate	D$Ht
0xC37A3	0x1800C43A3	member-candidate	D$AH
0xC37B4	0x1800C43B4	member-candidate	t$AE2
0xC397F	0x1800C457F	member-candidate	L$xL
0xC3997	0x1800C4597	member-candidate	L$TA
0xC39DE	0x1800C45DE	member-candidate	D$hD
0xC3A67	0x1800C4667	member-candidate	D$pH
0xC3A70	0x1800C4670	member-candidate	L$0H
0xC3DAE	0x1800C49AE	member-candidate	Y5$g
0xC3E43	0x1800C4A43	member-candidate	USVAUAWI
0xC41C5	0x1800C4DC5	member-candidate	t$XL
0xC4239	0x1800C4E39	member-candidate	L$0H
0xC4261	0x1800C4E61	member-candidate	t$XH
0xC4270	0x1800C4E70	member-candidate	l$hH
0xC480E	0x1800C540E	member-candidate	SVWAVAWH
0xC4842	0x1800C5442	member-candidate	D$8I
0xC485D	0x1800C545D	member-candidate	D$2t
0xC4875	0x1800C5475	member-candidate	D$2A
0xC4894	0x1800C5494	member-candidate	l$XA
0xC489D	0x1800C549D	member-candidate	d$PD
0xC48C0	0x1800C54C0	member-candidate	D$1E2
0xC4900	0x1800C5500	member-candidate	D$4D
0xC4AA0	0x1800C56A0	member-candidate	tsE3
0xC4CAA	0x1800C58AA	member-candidate	L$0L
0xC4D3F	0x1800C593F	member-candidate	d$PH
0xC4D5F	0x1800C595F	member-candidate	l$Hu
0xC4E86	0x1800C5A86	member-candidate	CHH9B
0xC4EAB	0x1800C5AAB	member-candidate	l$pI
0xC4F17	0x1800C5B17	member-candidate	l$pH
0xC4F4E	0x1800C5B4E	member-candidate	fD9I
0xC4F5E	0x1800C5B5E	member-candidate	fD9Q
0xC530A	0x1800C5F0A	member-candidate	D$XH
0xC5351	0x1800C5F51	member-candidate	L$PL
0xC54C9	0x1800C60C9	member-candidate	t$8A
0xC5567	0x1800C6167	member-candidate	L$8H
0xC55F8	0x1800C61F8	member-candidate	D$8H
0xC5829	0x1800C6429	signature	(\$`D
0xC582F	0x1800C642F	signature	(T$pD
0xC594B	0x1800C654B	member-candidate	L$XH3
0xC59C3	0x1800C65C3	member-candidate	USVWATAUAVAWH
0xC5A6C	0x1800C666C	member-candidate	C09D
0xC5BB8	0x1800C67B8	member-candidate	t$Hc
0xC5D1C	0x1800C691C	member-candidate	D$XD
0xC5D89	0x1800C6989	member-candidate	L$<A
0xC5EBD	0x1800C6ABD	member-candidate	T$03
0xC620F	0x1800C6E0F	member-candidate	wSIc
0xC6280	0x1800C6E80	member-candidate	wTIcD
0xC62F2	0x1800C6EF2	member-candidate	wTIcD
0xC6363	0x1800C6F63	member-candidate	wQHcD
0xC63E5	0x1800C6FE5	member-candidate	wPHc
0xC64C2	0x1800C70C2	member-candidate	CPD9u
0xC6607	0x1800C7207	member-candidate	D9s$u
0xC660F	0x1800C720F	member-candidate	D$0H
0xC6814	0x1800C7414	member-candidate	tPD8
0xC6AD3	0x1800C76D3	member-candidate	SUVWAVAWH
0xC6F07	0x1800C7B07	member-candidate	I8E3
0xC6F67	0x1800C7B67	member-candidate	XY4D
0xC718F	0x1800C7D8F	member-candidate	L$0A
0xC71B9	0x1800C7DB9	member-candidate	XT$4
0xC720C	0x1800C7E0C	member-candidate	L$8H3
0xC721E	0x1800C7E1E	member-candidate	t$hH
0xC760F	0x1800C820F	member-candidate	t$0H
0xC76F6	0x1800C82F6	member-candidate	D$hH
0xC7782	0x1800C8382	member-candidate	D$XH
0xC77F0	0x1800C83F0	member-candidate	D$0H
0xC77FC	0x1800C83FC	member-candidate	D$8H
0xC7814	0x1800C8414	member-candidate	D$HH
0xC7892	0x1800C8492	member-candidate	L$hH3
0xC817B	0x1800C8D7B	member-candidate	D$HH
0xC829F	0x1800C8E9F	member-candidate	nT$<H
0xC82A8	0x1800C8EA8	member-candidate	nL$8
0xC8407	0x1800C9007	member-candidate	L$HH3
0xC8419	0x1800C9019	member-candidate	t$hH
0xC891A	0x1800C951A	member-candidate	lllll
0xC8921	0x1800C9521	member-candidate	llllll
0xC8928	0x1800C9528	member-candidate	llll
0xC8946	0x1800C9546	member-candidate	lllllll
0xC972D	0x1800CA32D	member-candidate	t$8H
0xC97A8	0x1800CA3A8	member-candidate	t$8H
0xC9894	0x1800CA494	member-candidate	l$hH
0xC9944	0x1800CA544	member-candidate	L$4H
0xC994C	0x1800CA54C	member-candidate	D$0H
0xC9A07	0x1800CA607	member-candidate	t$xH
0xC9B45	0x1800CA745	member-candidate	D9cHt
0xC9B65	0x1800CA765	member-candidate	D9cLt
0xC9BE2	0x1800CA7E2	member-candidate	D8cWu
0xC9F88	0x1800CAB88	member-candidate	K<E3
0xCA033	0x1800CAC33	member-candidate	USAWI
0xCA13C	0x1800CAD3C	member-candidate	E8nat
0xCA156	0x1800CAD56	member-candidate	l$XH
0xCA290	0x1800CAE90	member-candidate	l$0H
0xCA295	0x1800CAE95	member-candidate	T$PD
0xCA2AA	0x1800CAEAA	member-candidate	L$PE
0xCA3F1	0x1800CAFF1	member-candidate	L$PE
0xCA50A	0x1800CB10A	member-candidate	t$2H
0xCA51E	0x1800CB11E	signature	L$TD
0xCA57D	0x1800CB17D	member-candidate	T$X3
0xCA5BB	0x1800CB1BB	signature	L$tD
0xCA765	0x1800CB365	member-candidate	t$xH
0xCA77F	0x1800CB37F	member-candidate	T$P3
0xCA842	0x1800CB442	member-candidate	D$TH
0xCA963	0x1800CB563	member-candidate	t$xH
0xCA968	0x1800CB568	member-candidate	L$XH3
0xCA99E	0x1800CB59E	member-candidate	D$8H
0xCA9C3	0x1800CB5C3	member-candidate	t$4D
0xCA9C8	0x1800CB5C8	member-candidate	t$0L
0xCAB10	0x1800CB710	member-candidate	L$8H3
0xCAB22	0x1800CB722	member-candidate	l$xH
0xCAB3A	0x1800CB73A	member-candidate	VWAVH
0xCAB70	0x1800CB770	member-candidate	t$4D
0xCAB75	0x1800CB775	member-candidate	t$0L
0xCACC1	0x1800CB8C1	member-candidate	L$8H3
0xCACD3	0x1800CB8D3	member-candidate	l$pH
0xCACFB	0x1800CB8FB	member-candidate	D$XH
0xCAD60	0x1800CB960	member-candidate	T$0H
0xCAE45	0x1800CBA45	member-candidate	l$HH
0xCAFB9	0x1800CBBB9	member-candidate	L$XH3
0xCB013	0x1800CBC13	member-candidate	t$XL
0xCB091	0x1800CBC91	member-candidate	l$xH
0xCB101	0x1800CBD01	member-candidate	l$x3
0xCB150	0x1800CBD50	member-candidate	t$8H
0xCB2E0	0x1800CBEE0	member-candidate	D$PA
0xCB30C	0x1800CBF0C	member-candidate	L$PH3
0xCB320	0x1800CBF20	member-candidate	L$PH3
0xCB663	0x1800CC263	member-candidate	t$Pff
0xCB7DA	0x1800CC3DA	member-candidate	t$PH
0xCB8F8	0x1800CC4F8	member-candidate	t$HH
0xCB947	0x1800CC547	member-candidate	D$X3
0xCBB10	0x1800CC710	signature	L$0I
0xCBB18	0x1800CC718	member-candidate	D$8I
0xCBB3B	0x1800CC73B	member-candidate	D$HI
0xCBB44	0x1800CC744	member-candidate	D$PI
0xCBBAF	0x1800CC7AF	member-candidate	L$XH3
0xCBD1D	0x1800CC91D	member-candidate	t$H3
0xCBD31	0x1800CC931	member-candidate	t$XH
0xCC186	0x1800CCD86	member-candidate	<$E2
0xCC18F	0x1800CCD8F	member-candidate	t$PI
0xCC22D	0x1800CCE2D	member-candidate	l$0H
0xCC26C	0x1800CCE6C	member-candidate	t$PA
0xCC3A8	0x1800CCFA8	member-candidate	D$HE
0xCC604	0x1800CD204	member-candidate	L$Hu>A
0xCC619	0x1800CD219	member-candidate	L$HA
0xCCA88	0x1800CD688	member-candidate	L$PH
0xCCA92	0x1800CD692	member-candidate	l$8H
0xCCBC3	0x1800CD7C3	member-candidate	uxHc
0xCCE53	0x1800CDA53	member-candidate	SVWAVH
0xCCEBA	0x1800CDABA	member-candidate	WAVAWH
0xCCEFD	0x1800CDAFD	member-candidate	t$pH
0xCCF1F	0x1800CDB1F	member-candidate	WAVAWH
0xCCF6F	0x1800CDB6F	member-candidate	t$hH
0xCD0CF	0x1800CDCCF	member-candidate	t$8H
0xCD182	0x1800CDD82	member-candidate	VWAVH
0xCD2C8	0x1800CDEC8	member-candidate	t$8H
0xCD338	0x1800CDF38	member-candidate	ntel
0xCD33E	0x1800CDF3E	member-candidate	ineI
0xCD34D	0x1800CDF4D	member-candidate	Genu
0xCD5A9	0x1800CE1A9	member-candidate	l$0H
0xCD5AE	0x1800CE1AE	member-candidate	t$8H
0xCD9FD	0x1800CE5FD	member-candidate	D$0L
0xCDA9C	0x1800CE69C	member-candidate	t$XH
0xCDB88	0x1800CE788	member-candidate	t$XH
0xCDB8D	0x1800CE78D	member-candidate	L$0H3
0xCE0CA	0x1800CECCA	signature	(t$@I
0xCE0D2	0x1800CECD2	signature	(|$0D
0xCE0D8	0x1800CECD8	signature	(D$ D
0xCE235	0x1800CEE35	member-candidate	D$0I
0xCE267	0x1800CEE67	member-candidate	l$XI
0xCE31C	0x1800CEF1C	member-candidate	swHc
0xCE39A	0x1800CEF9A	member-candidate	t$PH
0xCE3A9	0x1800CEFA9	member-candidate	L$0H3
0xCE593	0x1800CF193	member-candidate	t$0M
0xCE5BD	0x1800CF1BD	member-candidate	t0Hc
0xCE5D3	0x1800CF1D3	member-candidate	t$0M
0xCE5FE	0x1800CF1FE	member-candidate	l$hH
0xCE603	0x1800CF203	member-candidate	t$pH
0xCE75F	0x1800CF35F	member-candidate	l$XH
0xCE764	0x1800CF364	member-candidate	t$hH
0xCE7E0	0x1800CF3E0	member-candidate	D$0H
0xCE983	0x1800CF583	member-candidate	l$8H
0xCF25D	0x1800CFE5D	member-candidate	SUWH
0xD5C28	0x1800D7228	member-candidate	Bip01_Head
0xD5C38	0x1800D7238	member-candidate	Bip01_Neck
0xD5C48	0x1800D7248	member-candidate	Bip01_Spine1
0xD5C58	0x1800D7258	member-candidate	Bip01_Spine
0xD5C68	0x1800D7268	member-candidate	Bip01_Pelvis
0xD5C78	0x1800D7278	member-candidate	Bip01_L_Clavicle
0xD5C90	0x1800D7290	member-candidate	Bip01_L_UpperArm
0xD5CA8	0x1800D72A8	member-candidate	Bip01_L_Forearm
0xD5CB8	0x1800D72B8	member-candidate	Bip01_L_Hand
0xD5CC8	0x1800D72C8	member-candidate	Bip01_R_Clavicle
0xD5CE0	0x1800D72E0	member-candidate	Bip01_R_UpperArm
0xD5CF8	0x1800D72F8	member-candidate	Bip01_R_Forearm
0xD5D08	0x1800D7308	member-candidate	Bip01_R_Hand
0xD5D18	0x1800D7318	member-candidate	Bip01_L_Thigh
0xD5D28	0x1800D7328	member-candidate	Bip01_L_Calf
0xD5D38	0x1800D7338	member-candidate	Bip01_L_Foot
0xD5D48	0x1800D7348	member-candidate	Bip01_R_Thigh
0xD5D58	0x1800D7358	member-candidate	Bip01_R_Calf
0xD5D68	0x1800D7368	member-candidate	Bip01_R_Foot
0xD5DA0	0x1800D73A0	member-candidate	JNI_GetCreatedJavaVMs
0xD5DB8	0x1800D73B8	class	java/lang/ClassLoader
0xD5DE8	0x1800D73E8	signature	()Ljava/lang/ClassLoader;
0xD5E08	0x1800D7408	member-candidate	getSystemClassLoader
0xD5E20	0x1800D7420	signature	(Ljava/lang/String;)Ljava/lang/Class;
0xD5E48	0x1800D7448	member-candidate	loadClass
0xD5E70	0x1800D7470	class	zombie/network/GameClient
0xD5E90	0x1800D7490	class	zombie/network/GameServer
0xD5EB0	0x1800D74B0	class	zombie/characters/IsoPlayer
0xD5ED0	0x1800D74D0	class	zombie/characters/animals/IsoAnimal
0xD5EF8	0x1800D74F8	class	zombie/vehicles/BaseVehicle
0xD5F18	0x1800D7518	class	zombie/inventory/ItemContainer
0xD5F38	0x1800D7538	class	zombie/iso/IsoWorld
0xD5F50	0x1800D7550	class	zombie/iso/IsoCell
0xD5F68	0x1800D7568	class	java/util/ArrayList
0xD5F80	0x1800D7580	class	java/util/Set
0xD5F90	0x1800D7590	class	java/util/Iterator
0xD5FA8	0x1800D75A8	class	zombie/iso/IsoMovingObject
0xD5FC8	0x1800D75C8	class	zombie/iso/IsoUtils
0xD5FE0	0x1800D75E0	class	zombie/core/Core
0xD5FF8	0x1800D75F8	class	zombie/core/skinnedmodel/animation/AnimationPlayer
0xD6030	0x1800D7630	class	org/lwjgl/util/vector/Matrix4f
0xD6050	0x1800D7650	class	zombie/core/skinnedmodel/model/SkinningData
0xD6080	0x1800D7680	class	zombie/core/skinnedmodel/model/SkinningBone
0xD60B0	0x1800D76B0	class	org/lwjgl/util/vector/Vector3f
0xD60D0	0x1800D76D0	class	zombie/core/skinnedmodel/model/SkeletonBone
0xD6100	0x1800D7700	class	zombie/characters/IsoGameCharacter
0xD6128	0x1800D7728	class	zombie/characters/Safety
0xD6148	0x1800D7748	class	zombie/CombatManager
0xD6160	0x1800D7760	class	zombie/iso/LosUtil
0xD6178	0x1800D7778	class	zombie/iso/LosUtil$TestResults
0xD6198	0x1800D7798	class	java/lang/System
0xD6290	0x1800D7890	member-candidate	client
0xD6298	0x1800D7898	member-candidate	server
0xD62A0	0x1800D78A0	signature	Lzombie/iso/IsoWorld;
0xD62B8	0x1800D78B8	member-candidate	instance
0xD62C8	0x1800D78C8	signature	()Lzombie/characters/IsoPlayer;
0xD62E8	0x1800D78E8	member-candidate	getInstance
0xD62F8	0x1800D78F8	signature	()Lzombie/iso/IsoCell;
0xD6310	0x1800D7910	member-candidate	getCell
0xD6318	0x1800D7918	signature	()Ljava/util/ArrayList;
0xD6330	0x1800D7930	member-candidate	getZombieList
0xD6340	0x1800D7940	signature	()Ljava/util/Set;
0xD6358	0x1800D7958	member-candidate	getObjectList
0xD6368	0x1800D7968	member-candidate	getVehicles
0xD6378	0x1800D7978	member-candidate	size
0xD6380	0x1800D7980	signature	(I)Ljava/lang/Object;
0xD63A0	0x1800D79A0	signature	()Ljava/util/Iterator;
0xD63B8	0x1800D79B8	member-candidate	iterator
0xD63C8	0x1800D79C8	member-candidate	hasNext
0xD63D0	0x1800D79D0	signature	()Ljava/lang/Object;
0xD63E8	0x1800D79E8	member-candidate	next
0xD63F4	0x1800D79F4	member-candidate	getX
0xD63FC	0x1800D79FC	member-candidate	getY
0xD6404	0x1800D7A04	member-candidate	getZ
0xD640C	0x1800D7A0C	member-candidate	getID
0xD6418	0x1800D7A18	signature	(Ljava/lang/Object;)I
0xD6430	0x1800D7A30	member-candidate	identityHashCode
0xD6448	0x1800D7A48	member-candidate	getHealth
0xD6458	0x1800D7A58	member-candidate	isAlive
0xD6460	0x1800D7A60	signature	()Lzombie/core/skinnedmodel/animation/AnimationPlayer;
0xD6498	0x1800D7A98	member-candidate	getAnimationPlayer
0xD64B0	0x1800D7AB0	member-candidate	getForwardDirectionX
0xD64C8	0x1800D7AC8	member-candidate	getForwardDirectionY
0xD64E0	0x1800D7AE0	member-candidate	isFallOnFront
0xD64F0	0x1800D7AF0	member-candidate	isFalling
0xD6500	0x1800D7B00	member-candidate	isKnockedDown
0xD6510	0x1800D7B10	signature	(F)V
0xD6518	0x1800D7B18	member-candidate	setAlphaAndTarget
0xD6530	0x1800D7B30	member-candidate	getOnlineID
0xD6540	0x1800D7B40	signature	()Ljava/lang/String;
0xD6558	0x1800D7B58	member-candidate	getUsername
0xD6568	0x1800D7B68	signature	()Lzombie/characters/Safety;
0xD6588	0x1800D7B88	member-candidate	getSafety
0xD6598	0x1800D7B98	member-candidate	isEnabled
0xD65A8	0x1800D7BA8	signature	(Lzombie/iso/IsoMovingObject;Lzombie/iso/IsoMovingObject;Z)Z
0xD65E8	0x1800D7BE8	member-candidate	checkPVP
0xD65F8	0x1800D7BF8	member-candidate	getCustomName
0xD6608	0x1800D7C08	member-candidate	getFullName
0xD6618	0x1800D7C18	member-candidate	getAnimalType
0xD6628	0x1800D7C28	member-candidate	getAnimalSize
0xD6638	0x1800D7C38	member-candidate	isBaby
0xD6640	0x1800D7C40	member-candidate	getId
0xD6648	0x1800D7C48	member-candidate	getScriptName
0xD6658	0x1800D7C58	member-candidate	getEngineCondition
0xD6670	0x1800D7C70	member-candidate	isEngineRunning
0xD6680	0x1800D7C80	member-candidate	areAllDoorsLocked
0xD6698	0x1800D7C98	member-candidate	isAnyDoorLocked
0xD66A8	0x1800D7CA8	member-candidate	isHotwired
0xD66B8	0x1800D7CB8	member-candidate	isHotwiredBroken
0xD66D0	0x1800D7CD0	member-candidate	isKeysInIgnition
0xD66E8	0x1800D7CE8	member-candidate	getKeyId
0xD66F8	0x1800D7CF8	signature	()Lzombie/inventory/ItemContainer;
0xD6720	0x1800D7D20	member-candidate	getInventory
0xD6730	0x1800D7D30	signature	(I)Lzombie/inventory/InventoryItem;
0xD6758	0x1800D7D58	member-candidate	haveThisKeyId
0xD6768	0x1800D7D68	class	zombie/characters/IsoZombie
0xD6788	0x1800D7D88	member-candidate	isCrawling
0xD6798	0x1800D7D98	member-candidate	isProne
0xD67A0	0x1800D7DA0	signature	(FFFI)F
0xD67A8	0x1800D7DA8	member-candidate	XToScreenExact
0xD67B8	0x1800D7DB8	member-candidate	YToScreenExact
0xD67C8	0x1800D7DC8	signature	()Lzombie/core/Core;
0xD67E0	0x1800D7DE0	signature	(I)F
0xD67E8	0x1800D7DE8	member-candidate	getZoom
0xD67F0	0x1800D7DF0	signature	(Lzombie/iso/IsoCell;IIIIIIZ)Lzombie/iso/LosUtil$TestResults;
0xD6830	0x1800D7E30	member-candidate	lineClear
0xD6840	0x1800D7E40	signature	Lzombie/iso/LosUtil$TestResults;
0xD6868	0x1800D7E68	member-candidate	Blocked
0xD6870	0x1800D7E70	member-candidate	ClearThroughClosedDoor
